id,int_id,airport_int_id,active,code,icao,name,slug,slug_en,alternative_names/0,rank,global_rank_dst,dst_popularity_score,timezone,city/id,city/name,city/code,city/slug,city/continent/id,city/continent/name,city/continent/slug,city/continent/code,city/region/id,city/region/name,city/region/slug,city/autonomous_territory,city/subdivision,city/nearby_country,city/country/id,city/country/name,city/country/slug,city/country/code,location/lat,location/lon,alternative_departure_points/0/id,alternative_departure_points/0/distance,alternative_departure_points/0/duration,alternative_departure_points/1/id,alternative_departure_points/1/distance,alternative_departure_points/1/duration,alternative_departure_points/2/id,alternative_departure_points/2/distance,alternative_departure_points/2/duration,alternative_departure_points/3/id,alternative_departure_points/3/distance,alternative_departure_points/3/duration,alternative_departure_points/4/id,alternative_departure_points/4/distance,alternative_departure_points/4/duration,alternative_departure_points/5/id,alternative_departure_points/5/distance,alternative_departure_points/5/duration,alternative_departure_points/6/id,alternative_departure_points/6/distance,alternative_departure_points/6/duration,alternative_departure_points/7/id,alternative_departure_points/7/distance,alternative_departure_points/7/duration,alternative_departure_points/8/id,alternative_departure_points/8/distance,alternative_departure_points/8/duration,alternative_departure_points/9/id,alternative_departure_points/9/distance,alternative_departure_points/9/duration,alternative_departure_points/10/id,alternative_departure_points/10/distance,alternative_departure_points/10/duration,alternative_departure_points/11/id,alternative_departure_points/11/distance,alternative_departure_points/11/duration,tags/0/tag,tags/0/month_to,tags/0/month_from,tags/1/tag,tags/1/month_to,tags/1/month_from,tags/2/tag,tags/2/month_to,tags/2/month_from,providers/0,providers/1,providers/2,special/0/id,special/0/name,special/0/slug,tourist_region/0/id,tourist_region/0/name,tourist_region/0/slug,tourist_region/1/id,tourist_region/1/name,tourist_region/1/slug,tourist_region/2/id,tourist_region/2/name,tourist_region/2/slug,tourist_region/3/id,tourist_region/3/name,tourist_region/3/slug,car_rentals/0/provider_id,car_rentals/0/providers_locations/0,new_ground,routing_priority,type,alternative_departure_points/12/id,alternative_departure_points/12/distance,alternative_departure_points/12/duration,alternative_departure_points/13/id,alternative_departure_points/13/distance,alternative_departure_points/13/duration,alternative_departure_points/14/id,alternative_departure_points/14/distance,alternative_departure_points/14/duration,special/1/id,special/1/name,special/1/slug,special/2/id,special/2/name,special/2/slug,special/3/id,special/3/name,special/3/slug,special/4/id,special/4/name,special/4/slug,special/5/id,special/5/name,special/5/slug,city/subdivision/id,city/subdivision/name,city/subdivision/slug,city/subdivision/code,alternative_departure_points/15/id,alternative_departure_points/15/distance,alternative_departure_points/15/duration,providers/3,providers/4,car_rentals/0/providers_locations/1,car_rentals/0/providers_locations/2,alternative_names/1,tags/3/tag,tags/3/month_to,tags/3/month_from,tags/4/tag,tags/4/month_to,tags/4/month_from,providers/5,providers/6,providers/7,providers/8,car_rentals/0/providers_locations/3,car_rentals/0/providers_locations/4,car_rentals/0/providers_locations/5,city/autonomous_territory/id,city/autonomous_territory/name,city/autonomous_territory/slug,city/autonomous_territory/code,alternative_departure_points/16/id,alternative_departure_points/16/distance,alternative_departure_points/16/duration,providers/9,alternative_names/2,alternative_departure_points/17/id,alternative_departure_points/17/distance,alternative_departure_points/17/duration,alternative_departure_points/18/id,alternative_departure_points/18/distance,alternative_departure_points/18/duration,alternative_departure_points/19/id,alternative_departure_points/19/distance,alternative_departure_points/19/duration,tourist_region/4/id,tourist_region/4/name,tourist_region/4/slug,tourist_region/5/id,tourist_region/5/name,tourist_region/5/slug,providers/10,providers/11,providers/12,providers/13,special/6/id,special/6/name,special/6/slug,special/7/id,special/7/name,special/7/slug,alternative_departure_points/20/id,alternative_departure_points/20/distance,alternative_departure_points/20/duration,alternative_departure_points/21/id,alternative_departure_points/21/distance,alternative_departure_points/21/duration,car_rentals/0/providers_locations/6,special/8/id,special/8/name,special/8/slug,special/9/id,special/9/name,special/9/slug,special/10/id,special/10/name,special/10/slug,special/11/id,special/11/name,special/11/slug,special/12/id,special/12/name,special/12/slug,special/13/id,special/13/name,special/13/slug,tourist_region/6/id,tourist_region/6/name,tourist_region/6/slug,tourist_region/7/id,tourist_region/7/name,tourist_region/7/slug,tourist_region/8/id,tourist_region/8/name,tourist_region/8/slug,alternative_departure_points/22/id,alternative_departure_points/22/distance,alternative_departure_points/22/duration,alternative_departure_points/23/id,alternative_departure_points/23/distance,alternative_departure_points/23/duration,alternative_departure_points/24/id,alternative_departure_points/24/distance,alternative_departure_points/24/duration,providers/14,providers/15,car_rentals/0/providers_locations/7,car_rentals/0/providers_locations/8,city/nearby_country/id,city/nearby_country/code,city/nearby_country/name,city/nearby_country/slug,alternative_departure_points/25/id,alternative_departure_points/25/distance,alternative_departure_points/25/duration,alternative_departure_points/26/id,alternative_departure_points/26/distance,alternative_departure_points/26/duration,alternative_departure_points/27/id,alternative_departure_points/27/distance,alternative_departure_points/27/duration,alternative_departure_points/28/id,alternative_departure_points/28/distance,alternative_departure_points/28/duration,alternative_departure_points/29/id,alternative_departure_points/29/distance,alternative_departure_points/29/duration,alternative_departure_points/30/id,alternative_departure_points/30/distance,alternative_departure_points/30/duration,alternative_departure_points/31/id,alternative_departure_points/31/distance,alternative_departure_points/31/duration,alternative_departure_points/32/id,alternative_departure_points/32/distance,alternative_departure_points/32/duration,alternative_departure_points/33/id,alternative_departure_points/33/distance,alternative_departure_points/33/duration,alternative_departure_points/34/id,alternative_departure_points/34/distance,alternative_departure_points/34/duration,alternative_departure_points/35/id,alternative_departure_points/35/distance,alternative_departure_points/35/duration,alternative_departure_points/36/id,alternative_departure_points/36/distance,alternative_departure_points/36/duration,alternative_departure_points/37/id,alternative_departure_points/37/distance,alternative_departure_points/37/duration,alternative_departure_points/38/id,alternative_departure_points/38/distance,alternative_departure_points/38/duration,alternative_departure_points/39/id,alternative_departure_points/39/distance,alternative_departure_points/39/duration,alternative_names/3,car_rentals/0/providers_locations/9,car_rentals/0/providers_locations/10,tags/5/tag,tags/5/month_to,tags/5/month_from
TID,4894,4894,TRUE,TID,DAOB,Abdelhafid Boussouf Bou Chekif,abdelhafid-boussouf-bou-chekif-tiaret-algeria,abdelhafid-boussouf-bou-chekif-tiaret-algeria,,2048,1113,498,Africa/Algiers,tiaret_dz,Tiaret,TID,tiaret-algeria,africa,Africa,africa,AF,northern-africa,Northern Africa,northern-africa,,,,DZ,Algeria,algeria,DZ,35.341667,1.466944,CFK,152.72,10614.4,EBH,214.08,13356.8,ORN,242.15,13688.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLG,8317,8317,TRUE,MLG,WARA,Abdul Rachman Saleh,abdul-rachman-saleh-malang-indonesia,abdul-rachman-saleh-malang-indonesia,,2041,530,7763,Asia/Jakarta,malang_id,Malang,MLG,malang-indonesia,asia,Asia,asia,AS,south-eastern-asia,South-Eastern Asia,south-eastern-asia,,,,ID,Indonesia,indonesia,ID,-7.926667,112.714444,SUB,81.89,4986.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beach,-1,-1,,,,,,,1282,,,,,,east-java_poi,East Java,east-java,autumn-sun_poi,Autumn Sun,autumn-sun,madura_poi,Madura,madura,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNZ,6432,6432,TRUE,ZNZ,HTZA,Abeid Amani Karume International,abeid-amani-karume-international-zanzibar-tanzania,abeid-amani-karume-international-zanzibar-tanzania,,244,72,1085741,Africa/Dar_es_Salaam,zanzibar_tz,Zanzibar,ZNZ,zanzibar-tanzania,africa,Africa,africa,AF,eastern-africa,Eastern Africa,eastern-africa,,,,TZ,Tanzania,tanzania,TZ,-6.221944,39.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beach,-1,-1,unusual,-1,-1,,,,1282,,,zanzibar-island_poi,Unguja (Zanzibar Island),unguja-zanzibar-island-,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABZ,7019,7019,TRUE,ABZ,EGPD,Aberdeen,aberdeen-aberdeen-united-kingdom,aberdeen-aberdeen-united-kingdom,,341,177,162601,Europe/London,aberdeen_gb,Aberdeen,ABZ,aberdeen-united-kingdom,europe,Europe,europe,EU,northern-europe,Northern Europe,northern-europe,,,,GB,United Kingdom,united-kingdom,GB,57.204167,-2.200278,DND,117.22,5318.1,INV,148.43,7668.2,EDI,192.02,8725.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,beach,-1,-1,sightseeing,-1,-1,,,,1165,1175,1277,edinburgh-castle_poi,Edinburgh Castle,edinburgh-castle,aberdeenshire_poi,Aberdeenshire,aberdeenshire,grampian_poi,Grampian,grampian,,,,,,,1175,164424,FALSE,0,airport,,,,,,,,,,stirling_poi,Stirling,stirling,edinburgh-royal-mile_poi,Edinburgh Royal Mile,edinburgh-royal-mile,kelvingrove-art-gallery-and-museum_poi,Kelvingrove Art Gallery & Museum,kelvingrove-art-gallery-and-museum,,,,,,,,,,,,,,1283,1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABR,7012,7012,TRUE,ABR,KABR,Aberdeen Regional,aberdeen-regional-aberdeen-south-dakota-united-states,aberdeen-regional-aberdeen-south-dakota-united-states,,2048,660,6346,America/Chicago,aberdeen_sd_us,Aberdeen,ABR,aberdeen-south-dakota-united-states,north-america,North America,north-america,NA,northern-america,Northern America,northern-america,,,,US,United States,united-states,US,45.453611,-98.425556,ATY,146.78,6647.5,JMS,176.45,9625.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,family fun,-1,-1,,,,,,,1175,1277,,,,,,,,,,,,,,,,,1175,4026987,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,SD_US,South Dakota,south-dakota-united-states,SD,,,,,,341991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHB,8700,8700,TRUE,AHB,OEAB,Abha Regional,abha-regional-abha-saudi-arabia,abha-regional-abha-saudi-arabia,مطار أبها الإقليمي,282,215,51477,Asia/Riyadh,abha_sa,Abha,AHB,abha-saudi-arabia,asia,Asia,asia,AS,western-asia,Western Asia,western-asia,,,,SA,Saudi Arabia,saudi-arabia,SA,18.240278,42.656667,GIZ,214.52,9447.6,BHH,247.63,11361.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175,,,,,,asir-province_poi,Asir Province,asir-province,,,,,,,,,,1175,2122561,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABI,7004,7004,TRUE,ABI,KABI,Abilene Regional,abilene-regional-abilene-texas-united-states,abilene-regional-abilene-texas-united-states,,1722,617,6614,America/Chicago,abilene_tx_us,Abilene,ABI,abilene-texas-united-states,north-america,North America,north-america,NA,northern-america,Northern America,northern-america,,,,US,United States,united-states,US,32.411389,-99.681944,SJT,167.08,7954.8,US-ABIL-GREY,9.6,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activities,-1,-1,family fun,-1,-1,,,,1175,1277,,,,,,,,,,,,,,,,,1175,342006,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,TX_US,Texas,texas-united-states,TX,,,,,,1299978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPI,10,10,TRUE,SPI,KSPI,Abraham Lincoln Capital,abraham-lincoln-capital-springfield-illinois-united-states,abraham-lincoln-capital-springfield-illinois-united-states,,2048,556,8080,America/Chicago,springfield_il_us,Springfield,SPI,springfield-illinois-united-states,north-america,North America,north-america,NA,northern-america,Northern America,northern-america,,,,US,United States,united-states,US,39.844167,-89.677778,BMI,108.89,5124.1,PIA,120.66,5412.8,CMI,151.32,6850.8,BLV,169.77,8296.2,STL,185.87,8912.6,UIN,190.24,8105.4,BRL,220.41,11771.2,US-LINC-ILST,47.91,2258.6,US-SPRI-ILLL,6.63,580.7,DEC,76.65,3879.5,US-SPRI-SPR1,8.31,584,,,,activities,-1,-1,family fun,-1,-1,,,,1175,1277,,,,,midwest_poi,Midwest,midwest,,,,,,,,,,1175,371071,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,IL_US,Illinois,illinois-united-states,IL,,,,,,1687461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSR,423,423,TRUE,PSR,LIBP,Abruzzo,abruzzo-pescara-italy,abruzzo-pescara-italy,Aeroporto di Pescara,441,206,147472,Europe/Rome,pescara_it,Pescara,PSR,pescara-italy,europe,Europe,europe,EU,southern-europe,Southern Europe,southern-europe,,,,IT,Italy,italy,IT,42.431667,14.186667,IT-MONT-TRAI,13.04,1027.8,IT-MONT-CITT,14.61,1118.9,AOI,177.7,6804.3,FOG,188.96,7513.8,CIA,210.19,8140.4,FCO,237.24,9243.1,NAP,241.66,11697.1,IT-ORTO-TRAI,34.53,1890.6,2VE,5.82,609.2,IT-CHIE-TRA0,9.66,787.6,,,,,,,sightseeing,-1,-1,nightlife,-1,-1,beach,-1,-1,1171,1175,1277,pantheon_poi,Pantheon,pantheon,abruzzo-coast_poi,Abruzzo Coast,abruzzo-coast,abruzzo_poi,Abruzzo,abruzzo,,,,,,,1175,4101763,FALSE,0,airport,,,,,,,,,,vatican-museum_poi,Vatican Museum,vatican-museum,colosseum_poi,Colosseum,colosseum,st-peter-s-basilica-vatican_poi,"St. Peter's Basilica, Vatican",st-peter-s-basilica,,,,,,,,,,,,,,1329,,4419317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUH,5774,5774,TRUE,AUH,OMAA,Abu Dhabi International,abu-dhabi-international-abu-dhabi-united-arab-emirates,abu-dhabi-international-abu-dhabi-united-arab-emirates,مطار أبوظبي الدولي,55,22,2025930,Asia/Dubai,abu-dhabi_ae,Abu Dhabi,AUH,abu-dhabi-united-arab-emirates,asia,Asia,asia,AS,western-asia,Western Asia,western-asia,,,,AE,United Arab Emirates,united-arab-emirates,AE,24.433056,54.651111,DWC,106.89,6218.6,DXB,140.47,7016.7,AAN,143.56,6672.1,SHJ,160.55,8143.3,RKT,232.9,10717.5,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,activities,-1,-1,,,,1175,1282,,abu-dhabi-island_poi,Abu Dhabi (island),abu-dhabi-island-,,,,,,,,,,,,,1175,706218,FALSE,0,airport,,,,,,,,,,sheikh-zayed-grand-mosque_poi,Sheikh Zayed Grand Mosque,sheikh-zayed-grand-mosque,burj-khalifa_poi,Burj Khalifa,burj-khalifa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABS,7013,7013,TRUE,ABS,HEBL,Abu Simbel,abu-simbel-abu-simbel-egypt,abu-simbel-abu-simbel-egypt,مطار أبو سمبل,708,564,8091,Africa/Cairo,abu-simbel_eg,Abu Simbel,ABS,abu-simbel-egypt,africa,Africa,africa,AF,northern-africa,Northern Africa,northern-africa,,,,EG,Egypt,egypt,EG,22.375833,31.611667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,unusual,-1,-1,,,,,,,abu-simbel-egypt_poi,"Abu Simbel, Egypt",abu-simbel,aswan-governorate_poi,Aswan Governorate,aswan-governorate,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACA,4879,4879,TRUE,ACA,MMAA,Acapulco International,acapulco-international-acapulco-mexico,acapulco-international-acapulco-mexico,Aeropuerto Internacional General Juan N. Álvarez,255,215,154263,America/Mexico_City,acapulco_mx,Acapulco,ACA,acapulco-mexico,north-america,North America,north-america,NA,central-america,Central America,central-america,,,,MX,Mexico,mexico,MX,16.756944,-99.753889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beach,-1,-1,,,,,,,1175,1277,1282,,,,,,,,,,,,,,,,1175,166979,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADK,7971,7971,TRUE,ADK,PADK,Adak,adak-adak-island-alaska-united-states,adak-adak-island-alaska-united-states,Adak Island,2048,1152,351,America/Adak,adak-island_ak_us,Adak Island,ADK,adak-island-alaska-united-states,north-america,North America,north-america,NA,northern-america,Northern America,northern-america,,,,US,United States,united-states,US,51.881111,-176.64833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,island,-1,-1,adventure,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,AK_US,Alaska,alaska-united-states,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADA,7966,7966,TRUE,ADA,LTAF,Adana Şakirpaşa,adana-sakirpasa-adana-turkey,adana-sakirpasa-adana-turkey,Şakirpaşa Havalimanı,293,164,168372,Europe/Istanbul,adana_tr,Adana,ADA,adana-turkey,asia,Asia,asia,AS,western-asia,Western Asia,western-asia,,,,TR,Turkey,turkey,TR,36.982222,35.280278,HTY,178.96,7708.6,KCM,203.58,8766.2,GZT,246.18,10348.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,culture,-1,-1,beach,-1,-1,1175,,,,,,,,,,,,,,,,,,1175,4436454,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADD,7963,7963,TRUE,ADD,HAAB,Addis Ababa Bole International,addis-ababa-bole-international-addis-ababa-ethiopia,addis-ababa-bole-international-addis-ababa-ethiopia,,227,134,348598,Africa/Addis_Ababa,addis-ababa_et,Addis Ababa,ADD,addis-ababa-ethiopia,africa,Africa,africa,AF,eastern-africa,Eastern Africa,eastern-africa,,,,ET,Ethiopia,ethiopia,ET,8.977778,38.799444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,food&drink,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADL,7968,7968,TRUE,ADL,YPAD,Adelaide,adelaide-adelaide-south-australia-australia,adelaide-adelaide-south-australia-australia,,280,106,392347,Australia/Adelaide,adelaide_sa_au,Adelaide,ADL,adelaide-south-australia-australia,oceania,Oceania,oceania,OC,australasia,Australasia,australasia,,,,AU,Australia,australia,AU,-34.945,138.530556,KGC,178.44,11036.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food&drink,-1,-1,beach,-1,-1,,,,1175,1277,,,,,,,,,,,,,,,,,1175,216144,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,SA_AU,South Australia,south-australia-australia,SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGQ,1531,1531,TRUE,MGQ,HCMM,Aden Adde International,aden-adde-international-mogadishu-somalia,aden-adde-international-mogadishu-somalia,مطار آدم عدي الدولي,398,290,76957,Africa/Mogadishu,mogadishu_so,Mogadishu,MGQ,mogadishu-somalia,africa,Africa,africa,AF,eastern-africa,Eastern Africa,eastern-africa,,,,SO,Somalia,somalia,SO,2.014722,45.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADE,7964,7964,TRUE,ADE,OYAA,Aden International Airport,aden-international-airport-aden-yemen,aden-international-airport-aden-yemen,,561,490,8627,Asia/Aden,aden_ye,Aden,ADE,aden-yemen,asia,Asia,asia,AS,western-asia,Western Asia,western-asia,,,,YE,Yemen,yemen,YE,12.8295,45.028801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLK,2257,2257,TRUE,SLK,KSLK,Adirondack Regional,adirondack-regional-saranac-lake-new-york-united-states,adirondack-regional-saranac-lake-new-york-united-states,,694,726,4529,America/New_York,saranac-lake_ny_us,Saranac Lake,SLK,saranac-lake-new-york-united-states,north-america,North America,north-america,NA,northern-america,Northern America,northern-america,,,,US,United States,united-states,US,44.385278,-74.206111,MSS,120.13,6951.4,BTV,134.99,9290.2,OGS,148.09,9215.4,YUL,179.25,9757.6,ART,201.15,11276.6,YHU,211.53,10394.3,YOW,215.18,12117.4,RUT,216.32,11708.6,ALB,236.09,11547.6,LEB,239.35,14931.6,US-LAKE-NYOL,27.22,1900.6,US-KEEN-NYST,48.76,3019,sightseeing,-1,-1,,,,,,,1277,,,ile-jesus_poi,Île Jésus,ile-jesus,adirondack-mountains_poi,Adirondack Mountains,adirondack-mountains,,,,,,,,,,,,FALSE,0,airport,PBG,87.7,6053.4,,,,,,,island-of-montreal_poi,Island of Montreal,island-of-montreal,,,,,,,,,,,,,NY_US,New York,new-york-united-states,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOC,7260,7260,TRUE,SOC,WARQ,Adisumarmo International,adisumarmo-international-surakarta-indonesia,adisumarmo-international-surakarta-indonesia,,1291,369,18336,Asia/Jakarta,surakarta_id,Surakarta,SOC,surakarta-indonesia,asia,Asia,asia,AS,south-eastern-asia,South-Eastern Asia,south-eastern-asia,,,,ID,Indonesia,indonesia,ID,-7.516111,110.756944,SRG,103.57,5764.3,YIA,105.83,5463.8,JOG,53.53,2664,,,,,,,,,,,,,,,,,,,,,,,,,,,,sightseeing,-1,-1,,,,,,,1282,,,borobudur-java-indonesia_poi,"Borobudur, Java, Indonesia",borobudur,autumn-sun_poi,Autumn Sun,autumn-sun,,,,,,,,,,,,FALSE,0,airport,,,,,,,,,,java_poi,Java,java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
